"User ID","First Name","Last Name","Employee ID","Date","In","Out","Short","OT","LeaveType","Work code","Day type"
"2","Franklin","Moris","1-00001","16/05/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","16/05/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","16/05/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","16/05/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","16/05/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","16/05/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","16/05/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","16/05/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","16/05/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","16/05/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","17/05/2026","","","","","None","","Restday"
"3","Gwen Atasha","Lumagbas","1-00002","17/05/2026","","","","","None","","Restday"
"4","Maron","Javier","1-00003","17/05/2026","","","","","None","","Restday"
"5","Elena","Santos","1-00004","17/05/2026","","","","","None","","Restday"
"6","Miguel","Reyes","1-00005","17/05/2026","","","","","None","","Restday"
"7","Ana","Cruz","1-00006","17/05/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","17/05/2026","","","","","None","","Restday"
"9","Maria","Gonzales","1-00008","17/05/2026","","","","","None","","Restday"
"10","James","Villanueva","1-00009","17/05/2026","","","","","None","","Restday"
"11","Patricia","Ng","1-00010","17/05/2026","","","","","None","","Restday"
"2","Franklin","Moris","1-00001","18/05/2026","08:00","17:00","","","None","","Workday"
"3","Gwen Atasha","Lumagbas","1-00002","18/05/2026","08:00","17:00","","","None","","Workday"
"4","Maron","Javier","1-00003","18/05/2026","13:00","17:00","","","None","","Workday"
"5","Elena","Santos","1-00004","18/05/2026","08:30","17:30","","","None","","Workday"
"6","Miguel","Reyes","1-00005","18/05/2026","08:00","16:40","20","","None","","Workday"
"7","Ana","Cruz","1-00006","18/05/2026","","","","","None","","Restday"
"8","Roberto","Lim","1-00007","18/05/2026","08:00","17:00","","","None","","Workday"
